CoopLink,Age,Title,Author,Price,Picture
https://www.semcoop.com/my-book-no-pictures,Picture Book,My Book with No Pictures,B J Novak,$9.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780593111017.jpg
https://www.semcoop.com/my-grandma-and-me,Picture Book,My Grandma and Me,Mina Javaherbin,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780763694944.jpg
https://www.semcoop.com/my-papi-has-motorcycle,Picture Book,My Papi Has a Motorcycle,Isabel Quintero,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525553410.jpg
https://www.semcoop.com/my-side-mountain,Middle Grade,My Side of the Mountain,Jean Craighead George,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780141312422.jpg
https://www.semcoop.com/nana-akua-goes-school,Picture Book,Nana Akua Goes to School,Tricia Elam Walker,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525581130.jpg
https://www.semcoop.com/adventures-nanny-piggins,Elementary,The Adventures of Nanny Piggins,R A Spratt,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316068185.jpg
https://www.semcoop.com/new-kid,Middle Grade,New Kid,Jerry Craft,$12.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062691194.jpg
https://www.semcoop.com/nightbooks-0,Middle Grade,Nightbooks,J A White,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062560094.jpg
https://www.semcoop.com/women-and-salt,Adult,Of Women and Salt,Gabriela Garcia,$26.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781250776686.jpg
https://www.semcoop.com/one-last-shot-0,Middle Grade,One Last Shot,John David Anderson,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062643933.jpg
https://www.semcoop.com/one-last-word-wisdom-harlem-renaissance,Picture Book,One Last Word: Wisdom from the Harlem Renaissance,Nikki Grimes,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781619635548.jpg
https://www.semcoop.com/ordinary-hazards,Young Adult,Ordinary Hazards,Nikki Grimes,$19.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781629798813.jpg
https://www.semcoop.com/orphan-island-0,Middle Grade,Orphan Island,Laurel Snyder,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062443427.jpg
https://www.semcoop.com/other-words-home,Middle Grade,Other Words for Home,Jasmine Warga,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062747808.jpg
https://www.semcoop.com/otis-and-will-discover-deep,Elementary,Otis and Will Discover the Deep,Barb Rosenstock,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316393829.jpg
https://www.semcoop.com/our-friend-hedgehog,Elementary,Our Friend Hedgehog,Lauren Castillo,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524766719.jpg
https://www.semcoop.com/ingram-0?isbn=9780140565331,Picture Book,Parts,Tedd Arnold,$7.99,https://library.herkserver.com/i/056-014-978-5331.jpg
https://www.semcoop.com/pass-ball-mo,Early Reader,"Pass the Ball, Mo!",David A Adler,$4.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780425289808.jpg
https://www.semcoop.com/peck-peck-peck,Picture Book,Peck Peck Peck,Lucy Cousins,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780763689469.jpg
https://www.semcoop.com/phoebe-and-her-unicorn-phoebe-and-her-unicorn-series-book-1,Elementary,Phoebe and Her Unicorn (Phoebe and Her Unicorn Series Book 1),Dana Simpson,$13.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781449483487.jpg
https://www.semcoop.com/ingram-0?isbn=9780316089173,Middle Grade,Pi in the Sky,Wendy Mass,$8.99,https://library.herkserver.com/i/608-031-978-9173.jpg
https://www.semcoop.com/piranesi,Adult,Piranesi,Susanna Clarke,$27.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781635575637.jpg
https://www.semcoop.com/pizza-size-sun,Elementary,A Pizza the Size of the Sun,Jack Prelutsky,$9.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062239518.jpg
https://www.semcoop.com/planting-stories-life-librarian-and-storyteller-pura-belpr%C3%A3%C2%A9,Picture Book,Planting Stories: The Life of Librarian and Storyteller Pura Belpré,Anika Aldamuy Denise,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062748683.jpg
https://www.semcoop.com/ingram-0?isbn=9781547602322,Middle Grade,"Poisoned Water: How the Citizens of Flint, Michigan, Fought for Their Lives and Warned the Nation",Marc Aronson,$18.99,https://library.herkserver.com/i/760-154-978-2322.jpg
https://www.semcoop.com/power-forward,Elementary,Power Forward,Hena Khan,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781534411999.jpg
https://www.semcoop.com/punching-air,Young Adult,Punching the Air,Ibi Zoboi,$19.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062996480.jpg
https://www.semcoop.com/raft-stars,Young Adult,Raft of Stars,Andrew J Graff,$26.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780063031906.jpg
https://www.semcoop.com/raybearer,Young Adult,Raybearer,Jordan Ifueko,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781419739828.jpg
https://www.semcoop.com/red-0,Picture Book,Red,Michael Hall,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062252074.jpg
https://www.semcoop.com/ingram-0?isbn=9781338148473,Middle Grade,Resistance,Jennifer A Nielsen,$17.99,https://library.herkserver.com/i/814-133-978-8473.jpg
https://www.semcoop.com/roller-coaster,Picture Book,Roller Coaster,Marla Frazee,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780152057442.jpg
https://www.semcoop.com/ingram-0?isbn=9781773213750,Picture Book,Salma the Syrian Chef,Danny Ramadan,$18.95,https://library.herkserver.com/i/321-177-978-3750.jpg
https://www.semcoop.com/say-her-name,Young Adult,Say Her Name,Zetta Elliott,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781368045247.jpg
https://www.semcoop.com/second-banana,Picture Book,Second Banana,Blair Thornburgh,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781419742347.jpg
https://www.semcoop.com/see-cat-three-stories-about-dog,Early Reader,See the Cat: Three Stories About a Dog,David LaRochelle,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781536204278.jpg
https://www.semcoop.com/sergeant-reckless,Early Reader,Sergeant Reckless,Patricia McCormick,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062292599.jpg
https://www.semcoop.com/ingram-0?isbn=9780375855764,Early Reader,Shampoodle,Joan Holub,$4.99,https://library.herkserver.com/i/585-037-978-5764.jpg
https://www.semcoop.com/show-me-sign,Middle Grade,Show Me a Sign,Ann Clare Lezotte,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781338255812.jpg
https://www.semcoop.com/sidetracked-0,Elementary,Sidetracked,Diana Harmon Asher,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781419731396.jpg
https://www.semcoop.com/sideways-stories-wayside-school-0,Elementary,Sideways Stories from Wayside School,Louis Sachar,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780380698714.jpg
https://www.semcoop.com/simon-b-rhymin,Middle Grade,Simon B. Rhymin',Dwayne Reed,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316538978.jpg
https://www.semcoop.com/skunk-and-badger-skunk-and-badger-1,Middle Grade,Skunk and Badger (Skunk and Badger 1),Amy Timberlake,$18.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781643750057.jpg
https://www.semcoop.com/snapdragon,Middle Grade,Snapdragon,Kat Leyh,$12.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781250171115.jpg
https://www.semcoop.com/something-may-shock-and-discredit-you-0,Adult,Something That May Shock and Discredit You,Daniel M Lavery,$17.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781982105228.jpg
https://www.semcoop.com/southern-exposure,Adult,Southern Exposure,Lee Bey,$30.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780810140981.jpg
https://www.semcoop.com/speechless-0,Middle Grade,Speechless,Adam P Schmitt,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781536200928.jpg
https://www.semcoop.com/spinning,Young Adult,Spinning,Tillie Walden,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781626729407.jpg
https://www.semcoop.com/spirit-hunters,Middle Grade,Spirit Hunters,Ellen Oh,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062430090.jpg
https://www.semcoop.com/stamped-racism-antiracism-and-you,Middle Grade,"Stamped: Racism, Antiracism, and You",Jason Reynolds,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316453691.jpg
https://www.semcoop.com/starfish-1,Middle Grade,Starfish,Lisa Fipps,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781984814500.jpg
https://www.semcoop.com/station-eleven,Adult,Station Eleven,Emily St John Mandel,$16.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780804172448.jpg
https://www.semcoop.com/stay-gold,Young Adult,Stay Gold,Tobly McSmith,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062943170.jpg
https://www.semcoop.com/stef-soto-taco-queen,Elementary,"Stef Soto, Taco Queen",Jennifer Torres,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316306843.jpg
https://www.semcoop.com/stormy-seas-stories-young-boat-refugees,Middle Grade,Stormy Seas: Stories of Young Boat Refugees,Mary Beth Leatherdale,$12.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781554518951.jpg
https://www.semcoop.com/strongheart-wonder-dog-silver-screen,Elementary,Strongheart : Wonder Dog of the Silver Screen,Candace Fleming,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781101934104.jpg
https://www.semcoop.com/such-fun-age,Adult,Such a Fun Age,Kiley Reid,$26.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525541905.jpg
https://www.semcoop.com/suggested-reading,Young Adult,Suggested Reading,Dave Connis,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062685254.jpg
https://www.semcoop.com/swashby-and-sea,Picture Book,Swashby and the Sea,Beth Ferry,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780544707375.jpg
https://www.semcoop.com/sweep-story-girl-and-her-monster,Middle Grade,Sweep: The Story of a Girl and Her Monster,Jonathan Auxier,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781419731402.jpg
https://www.semcoop.com/ten-thousand-doors-january,Young Adult,The Ten Thousand Doors of January,Alix E Harrow,$27.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316421997.jpg
https://www.semcoop.com/thank-you-omu,Picture Book,"Thank You, Omu!",Oge Mora,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316431248.jpg
https://www.semcoop.com/anti-book-0,Elementary,The Anti-Book,Raphael Simon,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525552413.jpg
https://www.semcoop.com/black-flamingo,Young Adult,The Black Flamingo,Dean Atta,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062990297.jpg
https://www.semcoop.com/candymakers-and-great-chocolate-chase,Middle Grade,The Candymakers and the Great Chocolate Chase,Wendy Mass,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316089180.jpg
https://www.semcoop.com/deep-end-diary-wimpy-kid-book-15,Elementary,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,$14.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781419748684.jpg
https://www.semcoop.com/dream-keeper-and-other-poems,Middle Grade,The Dream Keeper and Other Poems,Langston Hughes,$11.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780679883470.jpg
https://www.semcoop.com/elephant-room-0,Elementary,The Elephant in the Room,Holly Goldberg Sloan,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780735229945.jpg
https://www.semcoop.com/ethan-i-was-0,Middle Grade,The Ethan I Was Before,Ali Standish,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062433398.jpg
https://www.semcoop.com/final-revival-opal-nev,Adult,The Final Revival of Opal & Nev,Dawnie Walton,$27.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781982140168.jpg
https://www.semcoop.com/friday-barnes-girl-detective,Elementary,"Friday Barnes, Girl Detective",R A Spratt,$13.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781626722972.jpg
https://www.semcoop.com/giver-0,Middle Grade,The Giver,Lois Lowry,$9.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780544336261.jpg
https://www.semcoop.com/good-egg,Picture Book,The Good Egg,Jory John,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062866004.jpg
https://www.semcoop.com/iliad-17,Early Reader,The Iliad,Gillian Cross,$19.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780763678326.jpg
https://www.semcoop.com/last-kids-earth,Elementary,The Last Kids on Earth,Max Brallier,$13.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780670016617.jpg
https://www.semcoop.com/cape-0,Middle Grade,Cape,Kate Hannigan,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781534439122.jpg
https://www.semcoop.com/mask-0,Middle Grade,Mask,Kate Hannigan,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781534439146.jpg
https://www.semcoop.com/legend-rock-paper-scissors,Picture Book,The Legend of Rock Paper Scissors,Drew Daywalt,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062438898.jpg
https://www.semcoop.com/ingram-0?isbn=9780593121818,Middle Grade,Lion of Mars,Jennifer L Holm,$16.99,https://library.herkserver.com/i/312-059-978-1818.jpg
https://www.semcoop.com/list-things-will-not-change,Middle Grade,List of Things That Will Not Change,Rebecca Stead,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781101938096.jpg
https://www.semcoop.com/ingram-0?isbn=9781536204315,Young Adult,"Mermaid, the Witch, and the Sea",Maggie Tokuda-Hall,$18.99,https://library.herkserver.com/i/620-153-978-4315.jpg
https://www.semcoop.com/miscalculations-lightning-girl-0,Middle Grade,Miscalculations of Lightning Girl,Stacy McAnulty,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524767600.jpg
https://www.semcoop.com/moffats,Elementary,The Moffats,Eleanor Estes,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780152025410.jpg
https://www.semcoop.com/mouse-and-motorcycle,Elementary,The Mouse and the Motorcycle (Mouse and the Motorcycle),Beverly Cleary,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780380709243.jpg
https://www.semcoop.com/ingram-0?isbn=9781984848598,Middle Grade,Mysterious Disappearance of Aidan S. (as Told to His Brother),David Levithan,$16.99,https://library.herkserver.com/i/484-198-978-8598.jpg
https://www.semcoop.com/ingram-0?isbn=9780063035089,Adult,Night Always Comes,Willy Vlautin,$26.99,https://library.herkserver.com/i/303-006-978-5089.jpg
https://www.semcoop.com/night-diary-0,Middle Grade,The Night Diary,Veera Hiranandani,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780735228528.jpg
https://www.semcoop.com/odyssey-8,Early Reader,The Odyssey,Homer,$19.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780763647919.jpg
https://www.semcoop.com/only-road-0,Middle Grade,The Only Road,Alexandra Diaz,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781481457514.jpg
https://www.semcoop.com/panda-problem,Picture Book,The Panda Problem,Deborah Underwood,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780735228504.jpg
https://www.semcoop.com/paper-bag-princess,Picture Book,The Paper Bag Princess,Robert Munsch,$6.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780920236161.jpg
https://www.semcoop.com/paper-boat,Picture Book,The Paper Boat,Thao Lam,$17.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781771473637.jpg
https://www.semcoop.com/parker-inheritance-0,Middle Grade,Parker Inheritance,Varian Johnson,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780545952781.jpg
https://www.semcoop.com/perfect-score-0,Middle Grade,Perfect Score,Rob Buyea,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781101938287.jpg
https://www.semcoop.com/perfect-secret,Middle Grade,The Perfect Secret,Rob Buyea,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524764623.jpg
https://www.semcoop.com/remarkable-journey-coyote-sunrise,Middle Grade,The Remarkable Journey of Coyote Sunrise,Dan Gemeinhart,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781250196705.jpg
https://www.semcoop.com/season-styx-malone,Elementary,Season of Styx Malone,Kekla Magoon,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524715953.jpg
https://www.semcoop.com/skin-you-live,Picture Book,The Skin You Live In,Michael Tyler,$15.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780975958001.jpg
https://www.semcoop.com/smartest-kid-universe,Elementary,Smartest Kid in the Universe,Chris Grabenstein,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525647782.jpg
https://www.semcoop.com/street-beneath-my-feet,Picture Book,The Street Beneath My Feet,Charlotte Guillain,$24.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781682971369.jpg
https://www.semcoop.com/ingram-0?isbn=9781338166972,Picture Book,Sun Is Kind of a Big Deal,Nick Seluk,$17.99,https://library.herkserver.com/i/816-133-978-6972.jpg
https://www.semcoop.com/time-museum,Middle Grade,The Time Museum,Matthew Loux,$14.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781596438491.jpg
https://www.semcoop.com/true-story-3-little-pigs,Picture Book,The True Story of the 3 Little Pigs,Jon Scieszka,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780140544510.jpg
https://www.semcoop.com/undefeated-0,Picture Book,Undefeated,Kwame Alexander,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781328780966.jpg
https://www.semcoop.com/unsung-hero-birdsong-usa-0,Middle Grade,"The Unsung Hero of Birdsong, USA",Brenda Woods,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524737115.jpg
https://www.semcoop.com/vanishing-half,Adult,The Vanishing Half,Brit Bennett,$27.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525536291.jpg
https://www.semcoop.com/very-impatient-caterpillar,Picture Book,The Very Impatient Caterpillar,Ross Burach,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781338289411.jpg
https://www.semcoop.com/way-kings-0,Adult,The Way of Kings,Brandon Sanderson,$21.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780765376671.jpg
https://www.semcoop.com/wild-robot-0,Elementary,The Wild Robot,Peter Brown,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316382007.jpg
https://www.semcoop.com/woman-warriormemoirs-girlhood-among-ghosts,Adult,The Woman Warrior:Memoirs of a Girlhood among Ghosts,Maxine Hong Kingston,$15.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780679721888.jpg
https://www.semcoop.com/these-truths-history-united-states-0,Adult,These Truths: A History of the United States,Jill Lepore,$19.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780393357424.jpg
https://www.semcoop.com/these-violent-delights-0,Young Adult,These Violent Delights,Chloe Gong,$19.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781534457690.jpg
https://www.semcoop.com/they-call-me-g%C3%A3%C2%BCero,Elementary,They Call Me Guero,David Bowles,$12.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781947627079.jpg
https://www.semcoop.com/book-anti-racist-20-lessons-how-wake-take-action-and-do-work,Middle Grade,"This Book Is Anti-Racist: 20 lessons on how to wake up, take action, and do the work",Tiffany Jewell,$14.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780711245211.jpg
https://www.semcoop.com/ingram-0?isbn=9781616208967,Young Adult,"Tigers, Not Daughters",Samantha Mabry,$17.95,https://library.herkserver.com/i/620-161-978-8967.jpg
https://www.semcoop.com/twelve-days-may,Middle Grade,Twelve Days in May,Larry Dane Brimner,$18.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781629795867.jpg
https://www.semcoop.com/enchanter%E2%80%99s-child-book-one-twilight-hauntings,Middle Grade,"Enchanter's Child, Book One: Twilight Hauntings",Angie Sage,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062875143.jpg
https://www.semcoop.com/twins-twins-1-volume-1,Elementary,"Twins (Twins #1), Volume 1",Varian Johnson,$12.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781338236132.jpg
https://www.semcoop.com/under-my-hijab,Picture Book,Under My Hijab,Hena Khan,$18.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781620147924.jpg
https://www.semcoop.com/ingram-0?isbn=9781984850829,Elementary,Unicorn Academy #1: Sophia and Rainbow,Julie Sykes,$5.99,https://library.herkserver.com/i/485-198-978-0829.jpg
https://www.semcoop.com/unicorn-wings,Early Reader,Unicorn Wings,Mallory Loehr,$4.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780375831171.jpg
https://www.semcoop.com/ingram-0?isbn=9781419740848,Young Adult,Unscripted,Nicole Kronzer,$17.99,https://library.herkserver.com/i/974-141-978-0848.jpg
https://www.semcoop.com/untamed,Adult,Untamed,Glennon Doyle,$28.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781984801258.jpg
https://www.semcoop.com/ingram-0?isbn=9781328557049,Picture Book,¡Vamos! Let's Go Eat,Raúl the Third,$14.99,https://library.herkserver.com/i/855-132-978-7049.jpg
https://www.semcoop.com/van-gogh-deception-0,Elementary,Van Gogh Deception,Deron R Hicks,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781328635174.jpg
https://www.semcoop.com/vanguard-how-black-women-broke-barriers-won-vote-and-insisted-equality-all,Adult,"Vanguard: How Black Women Broke Barriers, Won the Vote, and Insisted on Equality for All",Martha S Jones,$30.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781541618619.jpg
https://www.semcoop.com/velma-gratch-and-way-cool-butterfly,Picture Book,Velma Gratch and the Way Cool Butterfly,Alan Madison,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780307978042.jpg
https://www.semcoop.com/ways-make-sunshine,Elementary,Ways to Make Sunshine,Renée Watson,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781547600564.jpg
https://www.semcoop.com/we-are-family,Picture Book,We Are Family,Patricia Hegarty,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781680100549.jpg
https://www.semcoop.com/we-dream-space,Middle Grade,We Dream of Space,Erin Entrada Kelly,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062747303.jpg
https://www.semcoop.com/were-not-here,Middle Grade,We're Not from Here,Geoff Rodkey,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524773076.jpg
https://www.semcoop.com/wedgie-gizmo,Elementary,Wedgie & Gizmo,Suzanne Selfors,$12.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062447630.jpg
https://www.semcoop.com/weird-little-robots,Elementary,Weird Little Robots,Carolyn Crimi,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780763694937.jpg
https://www.semcoop.com/what-if-0,Picture Book,What If...,Samantha Berger,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316390965.jpg
https://www.semcoop.com/ingram-0?isbn=9780544939073,Early Reader,What Is Chasing Duck?,Jan Thomas,$9.99,https://library.herkserver.com/i/493-054-978-9073.jpg
https://www.semcoop.com/what-we-dont-talk-about-when-we-talk-about-fat,Adult,What We Don't Talk about When We Talk about Fat,Aubrey Gordon,$25.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780807041307.jpg
https://www.semcoop.com/when-stars-are-scattered,Elementary,When Stars Are Scattered,Victoria Jamieson,$12.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525553908.jpg
https://www.semcoop.com/when-you-trap-tiger,Middle Grade,When You Trap a Tiger,Tae Keller,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524715700.jpg
https://www.semcoop.com/where-crawdads-sing,Adult,Where the Crawdads Sing,Delia Owens,$26.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780735219090.jpg
https://www.semcoop.com/where-sidewalk-endspoems-and-drawings,Elementary,Where the Sidewalk Ends:Poems and Drawings,Shel Silverstein,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780060572341.jpg
